ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
mobi,wikidata,Q5715270,Kindle File Format,e-book file format,.azw; .azw3; Amazon Kindle File; AZW; .kfx; KF8; KFX; Kindle e-book; Kindle ebook; Amazon Kindle e-book; Amazon Kindle ebook; Amazon ebook; Amazon e-book; Amazon Kindle ebook File; azw3; azw; .AZW; tpz; .tpz,Kindle File Format,https://www.wikidata.org/wiki/Q5715270,https://en.wikipedia.org/wiki/Kindle_File_Format,application/vnd.amazon.mobi8-ebook,proprietary file format; e-book file format,Q2720536; Q81986407,,normal,
mobirise,wikidata,Q105861976,Mobirise project,file format,,,https://www.wikidata.org/wiki/Q105861976,,text/plain,file format,Q235557,,normal,
mod,wikidata,Q105861727,Digital Tracker 6-channel module,file format,,,https://www.wikidata.org/wiki/Q105861727,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105861735,MegaPaint plug-in Module,file format,,,https://www.wikidata.org/wiki/Q105861735,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105861888,Digital Tracker 4-channel module,file format,,,https://www.wikidata.org/wiki/Q105861888,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105862023,Monarch for Windows Model,file format,,,https://www.wikidata.org/wiki/Q105862023,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105862237,PHAST model,file format,,,https://www.wikidata.org/wiki/Q105862237,,text/plain,file format,Q235557,,normal,
mod,wikidata,Q105862297,Multiplan spreadsheet (v4.x),file format,,,https://www.wikidata.org/wiki/Q105862297,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105862467,StarTrekker 4-channel module,file format,,,https://www.wikidata.org/wiki/Q105862467,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105862597,Multiplan spreadsheet (v2.x),file format,,,https://www.wikidata.org/wiki/Q105862597,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105862657,Fasttracker 6-channel Amiga Module,file format,,,https://www.wikidata.org/wiki/Q105862657,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105862679,Multiplan spreadsheet (v1.x),file format,,,https://www.wikidata.org/wiki/Q105862679,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105862794,Black Viper packed music,file format,,,https://www.wikidata.org/wiki/Q105862794,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105863006,Fasttracker 8-channel Amiga Module,file format,,,https://www.wikidata.org/wiki/Q105863006,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105863263,Monarch Model,file format,,,https://www.wikidata.org/wiki/Q105863263,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105863395,Standard 4-channel Amiga module,file format,,,https://www.wikidata.org/wiki/Q105863395,,audio/mod,file format,Q235557,,normal,
mod,wikidata,Q105863406,Fasttracker 2-channel Amiga Module,file format,,,https://www.wikidata.org/wiki/Q105863406,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105863415,StarTrekker 8-channel module,file format,,,https://www.wikidata.org/wiki/Q105863415,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105863462,KiCad Module library,file format,,,https://www.wikidata.org/wiki/Q105863462,,text/plain,file format,Q235557,,normal,
mod,wikidata,Q105863733,Octalyser 6-channel STe/Falcon Module,file format,,,https://www.wikidata.org/wiki/Q105863733,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105863760,Digital Tracker 8-channel module,file format,,,https://www.wikidata.org/wiki/Q105863760,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105863843,Multiplan for Xenix spreadsheet (v2.x),file format,,,https://www.wikidata.org/wiki/Q105863843,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q105864126,Octalyser 8-channel STe/Falcon Module,file format,,,https://www.wikidata.org/wiki/Q105864126,,audio/x-mod,file format,Q235557,,normal,
mod,wikidata,Q105864148,Multiplan spreadsheet (v3.x),file format,,,https://www.wikidata.org/wiki/Q105864148,,application/octet-stream,file format,Q235557,,normal,
mod,wikidata,Q125391067,Neuron MODelling Language file,file format,MOD file,,https://www.wikidata.org/wiki/Q125391067,,,file format,Q235557,,normal,
mod,wikidata,Q127604816,AMPL model file,file format,,,https://www.wikidata.org/wiki/Q127604816,,,file format,Q235557,,normal,
mod,wikidata,Q127785881,Modula-2 file,file format,,,https://www.wikidata.org/wiki/Q127785881,,,file format,Q235557,,normal,
mod,wikidata,Q130349380,Modula-2 source code file,file format,Modula-2 source code,,https://www.wikidata.org/wiki/Q130349380,,text/x-modula2,file format,Q235557,,normal,
mod,wikipedia,Q1343830,Executable and Linkable Format,"standard file format for executables, object code, shared libraries, and core dumps",ELF; Extensible and Linking Format; Elfishi; Executable & Linking Format,Executable and Linkable Format,https://www.wikidata.org/wiki/Q1343830,https://en.wikipedia.org/wiki/Executable_and_Linkable_Format,,executable file format,Q17560478,binary:executable,,
mod,wikidata,Q1370814,Amiga Module,audio tracker file format,.mod,MOD (file format),https://www.wikidata.org/wiki/Q1370814,https://en.wikipedia.org/wiki/MOD_(file_format),audio/x-mod; application/soundapp; audio/med,music file format,Q1955133,binary:audio,normal,
mod,wikidata,Q27967203,NoiseTracker module,file format,.mod,,https://www.wikidata.org/wiki/Q27967203,,,file format,Q235557,,normal,
mod,wikidata,Q27967223,StarTrekker/Star Tracker module,file format,.mod; .nt,,https://www.wikidata.org/wiki/Q27967223,,,file format,Q235557,,normal,
mod,wikidata,Q28018471,MPEG-2 program stream,file format,MPEG-PS; PS; .mpg; .mpeg; .m2p; MPEG2-PS,,https://www.wikidata.org/wiki/Q28018471,,video/MP2P,file format; multimedia container,Q235557; Q28379876,binary:video,normal,
mod,wikidata,Q49414097,"CATIA Model, version 4",version 4 of the CATIA Model file format,.mod; .model; CATIA v4,,https://www.wikidata.org/wiki/Q49414097,,application/octet-stream,file format,Q235557,,normal,
modd,wikidata,Q105863559,Picture Motion Browser data,file format,,,https://www.wikidata.org/wiki/Q105863559,,,file format,Q235557,,normal,
model,wikidata,Q105861970,PlantWALK model,file format,,,https://www.wikidata.org/wiki/Q105861970,,,file format,Q235557,,normal,
model,wikidata,Q105862460,Custom Maid 3D 2 Model,file format,,,https://www.wikidata.org/wiki/Q105862460,,application/octet-stream,file format,Q235557,,normal,
model,wikidata,Q113495219,CATIA Model File 3,file format,"CATIA Model File, version 3; CATIA Model File v.3",,https://www.wikidata.org/wiki/Q113495219,,,file format,Q235557,,normal,
model,wikidata,Q49414097,"CATIA Model, version 4",version 4 of the CATIA Model file format,.mod; .model; CATIA v4,,https://www.wikidata.org/wiki/Q49414097,,application/octet-stream,file format,Q235557,,normal,
modfem,wikidata,Q105861705,Femap Model,file format,,,https://www.wikidata.org/wiki/Q105861705,,,file format,Q235557,,normal,
module,wikidata,Q105862745,AIBB load Module,file format,,,https://www.wikidata.org/wiki/Q105862745,,application/octet-stream,file format,Q235557,,normal,
mof,wikidata,Q111568387,Managed Object Format,language used to describe Common Information Model (CIM) classes.,,,https://www.wikidata.org/wiki/Q111568387,,,file format,Q235557,,normal,
moflex,wikidata,Q105862352,Mobiclip for Nintendo CTR,file format,,,https://www.wikidata.org/wiki/Q105862352,,,file format,Q235557,,normal,
mogg,wikidata,Q105863633,Rock Band multi track music,file format,,,https://www.wikidata.org/wiki/Q105863633,,,file format,Q235557,,normal,
mogrt,wikidata,Q105862441,Adobe Motion Graphics Template,file format,,,https://www.wikidata.org/wiki/Q105862441,,application/octet-stream,file format,Q235557,,normal,
moi,wikidata,Q6717026,MOI,the file extension for the index file accompanying the MOD video file format used on many camcorders,,MOI (file format),https://www.wikidata.org/wiki/Q6717026,https://en.wikipedia.org/wiki/MOI_(file_format),,file format,Q235557,,normal,
mojo,wikidata,Q127803507,Mojo source code file,file format,Mojo file; Mojo source code,,https://www.wikidata.org/wiki/Q127803507,,application/x-mojo; text/x-mojo,file format,Q235557,,normal,
mol,wikidata,Q105861991,MOdule (play)List,file format,,,https://www.wikidata.org/wiki/Q105861991,,,file format,Q235557,,normal,
mol,wikipedia,Q28530510,Structure-data file,"file format for atomic coordinates, chemical bond information, and metadata",.sdf; SDF; MDL SDF format; SDF format; Structures Data File; SDFile; chemical/x-mdl-sdfile,Structure data file,https://www.wikidata.org/wiki/Q28530510,https://en.wikipedia.org/wiki/Structure_data_file,chemical/x-mdl-sdfile,file format,Q235557,,,
mol,wikidata,Q3841253,MDL Molfile,file format in chemistry,.mol; Molfile; MOL; MDL MOL Molecule file,MDL Molfile,https://www.wikidata.org/wiki/Q3841253,https://en.wikipedia.org/wiki/MDL_Molfile,chemical/x-mdl-molfile,file format,Q235557,,normal,
mol2,wikidata,Q28975834,Tripos MOL2 molecule file,file format,MOL2; .mol2,,https://www.wikidata.org/wiki/Q28975834,,chemical/x-mol2,file format,Q235557,,normal,
mon,wikidata,Q105863726,Monotone Tracker chiptune,file format,,,https://www.wikidata.org/wiki/Q105863726,,audio/x-mod,file format,Q235557,,normal,
monkey,wikidata,Q130351586,Monkey source code file,file format,Monkey source code,,https://www.wikidata.org/wiki/Q130351586,,text/x-monkey,file format,Q235557,,normal,
mono,wikidata,Q28777687,Mono,file format,,,https://www.wikidata.org/wiki/Q28777687,,,file format,Q235557,,normal,
monopic,wikidata,Q105864029,Monodraw diagram,file format,,,https://www.wikidata.org/wiki/Q105864029,,application/octet-stream,file format,Q235557,,normal,
moo,wikidata,Q122428478,Wild Photo Effects file,file format,,,https://www.wikidata.org/wiki/Q122428478,,,file format,Q235557,,normal,
moo,wikidata,Q130357389,MOOCode file format,file format,MOOCode file,,https://www.wikidata.org/wiki/Q130357389,,text/x-moocode,file format,Q235557,,normal,
moof,wikidata,Q116870058,MOOF Disk Image,Macintosh floppy disk image format,MOOF; MOOF Disk Image File 1; MOOF Disk Image v.1,,https://www.wikidata.org/wiki/Q116870058,,,file format,Q235557,,normal,
moon,wikidata,Q130357981,MoonScript source code file,file format,MoonScript source code; MoonScript file,,https://www.wikidata.org/wiki/Q130357981,,application/x-moonscript; text/x-moonscript,file format,Q235557,,normal,
mop,wikidata,Q105863658,MOP report,file format,,,https://www.wikidata.org/wiki/Q105863658,,,file format,Q235557,,normal,
mop,wikidata,Q114134150,MOPAC format,file format,,,https://www.wikidata.org/wiki/Q114134150,,,file format,Q235557,,normal,
mos,wikidata,Q105857851,Infinity Engine compressed graphic (v1),file format,,,https://www.wikidata.org/wiki/Q105857851,,,file format,Q235557,,normal,
mos,wikidata,Q105858059,Infinity Engine graphic (v1),file format,,,https://www.wikidata.org/wiki/Q105858059,,,file format,Q235557,,normal,
mos,wikidata,Q130358117,Mosel source code file,file format,,,https://www.wikidata.org/wiki/Q130358117,,,file format,Q235557,,normal,
mos,wikidata,Q28205374,Leaf MOS,file format,.mos; Aptus MOS; Mamiya MOS; Leaf Mosaic Raw Image; Leaf raw image,,https://www.wikidata.org/wiki/Q28205374,,image/x-raw-leaf,raw image format,Q654383,data:domain,normal,
mot,wikidata,Q105862325,Aegis Videoscape 3D Motion,file format,,,https://www.wikidata.org/wiki/Q105862325,,text/plain,file format,Q235557,,normal,
mot,wikidata,Q105862913,Aegis ProMotion Motion,file format,,,https://www.wikidata.org/wiki/Q105862913,,text/plain,file format,Q235557,,normal,
mot,wikidata,Q105863427,PlayStation RSD animation (v3.0),file format,,,https://www.wikidata.org/wiki/Q105863427,,text/plain,file format,Q235557,,normal,
mot,wikidata,Q105863622,LightWave Motion data,file format,LightWave 3D Motion data,,https://www.wikidata.org/wiki/Q105863622,,,file format,Q235557,,normal,
mot,wikidata,Q105863859,PlayStation RSD animation (gen),file format,,,https://www.wikidata.org/wiki/Q105863859,,text/plain,file format,Q235557,,normal,
mot,wikidata,Q947746,SREC,file format,.s19; .s28; .s37; .s; .s1; .s2; .s3; .sx; .srec; .mot; Motorola S-REC; S-REC,Motorola S-record,https://www.wikidata.org/wiki/Q947746,https://en.wikipedia.org/wiki/Motorola_S-record,,file format,Q235557,,normal,
motif,wikidata,Q105862889,MacStitch/WinStitch Motif,file format,,,https://www.wikidata.org/wiki/Q105862889,,text/plain,file format,Q235557,,normal,
motivi,wikidata,Q105863010,PI Image Patterns,file format,,,https://www.wikidata.org/wiki/Q105863010,,application/octet-stream,file format,Q235557,,normal,
mov,wikidata,Q105859869,Knowledge Adventure MoVie video,file format,,,https://www.wikidata.org/wiki/Q105859869,,application/octet-stream,file format,Q235557,,normal,
mov,wikidata,Q28600764,Electronic Arts MOV,,,,https://www.wikidata.org/wiki/Q28600764,,,file format,Q235557,,normal,
mov,wikidata,Q47246311,Apple ProRes,file format family,ProRes; .mov,,https://www.wikidata.org/wiki/Q47246311,,,file format family,Q26085352,,normal,
mov,wikipedia,Q7268194,Qtch,file format,Quicktime Cached data,Qtch,https://www.wikidata.org/wiki/Q7268194,https://en.wikipedia.org/wiki/Qtch,,file format,Q235557,,,
mov,wikidata,Q942350,QuickTime File Format,"file format that wraps video, audio, and other bitstreams",mov; MOV,QuickTime File Format,https://www.wikidata.org/wiki/Q942350,https://en.wikipedia.org/wiki/QuickTime_File_Format,video/quicktime,multimedia container,Q28379876,binary:video,normal,
movie,wikidata,Q123593968,SGI Movie File,file format,SGI video; mv; SGI Movie,,https://www.wikidata.org/wiki/Q123593968,,,file format,Q235557,,normal,
movie,wikipedia,Q7268194,Qtch,file format,Quicktime Cached data,Qtch,https://www.wikidata.org/wiki/Q7268194,https://en.wikipedia.org/wiki/Qtch,,file format,Q235557,,,
movie,wikipedia,Q942350,QuickTime File Format,"file format that wraps video, audio, and other bitstreams",mov; MOV,QuickTime File Format,https://www.wikidata.org/wiki/Q942350,https://en.wikipedia.org/wiki/QuickTime_File_Format,video/quicktime,multimedia container,Q28379876,binary:video,,
mozlz4,wikidata,Q105863602,Mozilla mozLz4 compressed data (generic),file format,,,https://www.wikidata.org/wiki/Q105863602,,application/octet-stream,file format,Q235557,,normal,
mp,wikidata,Q127785602,MetaPost file,file format,,,https://www.wikidata.org/wiki/Q127785602,,,file format,Q235557,,normal,
mp,wikipedia,Q215106,TIFF,series of image file formats,TIF; Tag Image File Format; Tagged Image File Format,TIFF,https://www.wikidata.org/wiki/Q215106,https://en.wikipedia.org/wiki/TIFF,image/tiff,file format family,Q26085352,,,
mp,wikidata,Q940967,Musepack,lossy audio codec,Musepack Audio; .mpc; .mp+; .mpp; MPC,Musepack,https://www.wikidata.org/wiki/Q940967,https://en.wikipedia.org/wiki/Musepack,audio/x-musepack; audio/musepack,audio file format; audio codec; lossy audio coding format,Q682626; Q2481505; Q20198160,binary:audio,normal,
mp+,wikidata,Q940967,Musepack,lossy audio codec,Musepack Audio; .mpc; .mp+; .mpp; MPC,Musepack,https://www.wikidata.org/wiki/Q940967,https://en.wikipedia.org/wiki/Musepack,audio/x-musepack; audio/musepack,audio file format; audio codec; lossy audio coding format,Q682626; Q2481505; Q20198160,binary:audio,normal,
mp1,wikidata,Q28018470,MPEG-1 program stream,file format,MPEG-PS; PS; MPEG program stream; .mpg; .mpeg,,https://www.wikidata.org/wiki/Q28018470,,video/MP1S,file format; multimedia container,Q235557; Q28379876,binary:video,normal,
mp1,wikidata,Q336284,MPEG-1,standard for compression of video and audio,MPEG-1 Audio,MPEG-1,https://www.wikidata.org/wiki/Q336284,https://en.wikipedia.org/wiki/MPEG-1,video/mpeg; video/x-mpeg; video/mpg; video/x-mpeg2a; audio/mpeg,file format,Q235557,,normal,
mp1,wikidata,Q919226,MPEG-1 Audio Layer I,audio formats,MP1,MPEG-1 Audio Layer I,https://www.wikidata.org/wiki/Q919226,https://en.wikipedia.org/wiki/MPEG-1_Audio_Layer_I,audio/mpeg; audio/MPA,file format; audio codec,Q235557; Q2481505,,normal,
mp2,wikidata,Q28018471,MPEG-2 program stream,file format,MPEG-PS; PS; .mpg; .mpeg; .m2p; MPEG2-PS,,https://www.wikidata.org/wiki/Q28018471,,video/MP2P,file format; multimedia container,Q235557; Q28379876,binary:video,normal,
mp2,wikidata,Q336284,MPEG-1,standard for compression of video and audio,MPEG-1 Audio,MPEG-1,https://www.wikidata.org/wiki/Q336284,https://en.wikipedia.org/wiki/MPEG-1,video/mpeg; video/x-mpeg; video/mpg; video/x-mpeg2a; audio/mpeg,file format,Q235557,,normal,
