pl_id,ext,source,strength,source_key,evidence
pl/python,.jy,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.sage,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.sc,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.sconstruct,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.sconscript,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.bzl,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.buck,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.build,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.workspace,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python,.tac,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.py,pygments,primary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.pyw,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.pyi,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.jy,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.sage,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.sc,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.sconstruct,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.sconscript,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.bzl,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.buck,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.build,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.workspace,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-programming-language,.tac,pygments,secondary,PythonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-traceback,.pytb,linguist,primary,Python traceback,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/python-traceback,.pytb,pygments,primary,PythonTracebackLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/python-traceback,.py3tb,pygments,secondary,PythonTracebackLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/q-3,.q,linguist,primary,q,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/q-3,.q,pygments,primary,QLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/q-sharp,.qs,linguist,primary,Q#,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/qbasic,.bas,pygments,primary,QBasicLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qmake,.pro,linguist,primary,QMake,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/qmake,.pri,linguist,secondary,QMake,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/qmake,.pro,pygments,primary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qmake,.cl,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qmake,.i,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qmake,.pack,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qmake,.ph,pygments,secondary,VisualPrologLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qml,.qml,linguist,primary,QML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/qml,.qbs,linguist,secondary,QML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/qml,.qml,pygments,primary,QmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qml,.qbs,pygments,secondary,QmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/qt-script,.qs,linguist,primary,Qt Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/quakec,.qc,linguist,primary,QuakeC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/quickbasic,.bas,linguist,primary,QuickBASIC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/quickbasic,.bi,linguist,secondary,QuickBASIC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/quickbasic,.vb,pygments,primary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/quickbasic,.bas,pygments,secondary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r,.r,linguist,primary,R,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/r,.rd,linguist,secondary,R,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/r,.rsx,linguist,secondary,R,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/r,.s,pygments,primary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r,.r,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r,.rhistory,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r,.rprofile,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r,.renviron,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r-programming-language,.s,pygments,primary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r-programming-language,.r,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r-programming-language,.rhistory,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r-programming-language,.rprofile,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/r-programming-language,.renviron,pygments,secondary,SLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/racket,.rkt,linguist,primary,Racket,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/racket,.rktd,linguist,secondary,Racket,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/racket,.rktl,linguist,secondary,Racket,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/racket,.scrbl,linguist,secondary,Racket,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/racket,.rkt,pygments,primary,RacketLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/racket,.rktd,pygments,secondary,RacketLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/racket,.rktl,pygments,secondary,RacketLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ragel,.rl,linguist,primary,Ragel,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.6pl,linguist,primary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.6pm,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.nqp,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.p6,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.p6l,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.p6m,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.pl,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.pl6,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.pm,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.pm6,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.raku,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.rakumod,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.t,linguist,secondary,Raku,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raku,.pl,pygments,primary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.pm,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.nqp,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.p6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.6pl,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.p6l,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.pl6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.6pm,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.p6m,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.pm6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.t,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.raku,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.rakumod,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.rakutest,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku,.rakudoc,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.pl,pygments,primary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.pm,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.nqp,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.p6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.6pl,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.p6l,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.pl6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.6pm,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.p6m,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.pm6,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.t,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.raku,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.rakumod,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.rakutest,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raku-programming-language,.rakudoc,pygments,secondary,Perl6Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/raml,.raml,linguist,primary,RAML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rascal,.rsc,linguist,primary,Rascal,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rascript,.rascript,linguist,primary,RAScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/raw-token-data,.raw,linguist,primary,Raw token data,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rbs,.rbs,linguist,primary,RBS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rdoc,.rdoc,linguist,primary,RDoc,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbbas,linguist,primary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbfrm,linguist,secondary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbmnu,linguist,secondary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbres,linguist,secondary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbtbar,linguist,secondary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/realbasic,.rbuistate,linguist,secondary,REALbasic,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/reason,.re,linguist,primary,Reason,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/reason,.rei,linguist,secondary,Reason,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/reason,.re,pygments,primary,ReasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/reason,.rei,pygments,secondary,ReasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/reasonligo,.religo,linguist,primary,ReasonLIGO,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.reb,linguist,primary,Rebol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.r,linguist,secondary,Rebol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.r2,linguist,secondary,Rebol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.r3,linguist,secondary,Rebol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.rebol,linguist,secondary,Rebol,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/rebol,.r,pygments,primary,RebolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/rebol,.r3,pygments,secondary,RebolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/rebol,.reb,pygments,secondary,RebolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/red,.red,linguist,primary,Red,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/red,.reds,linguist,secondary,Red,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/red,.red,pygments,primary,RedLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/red,.reds,pygments,secondary,RedLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/red-programming-language,.red,pygments,primary,RedLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/red-programming-language,.reds,pygments,secondary,RedLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/redcode,.cw,linguist,primary,Redcode,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/redcode,.cw,pygments,primary,RedcodeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/regular-expression,.regexp,linguist,primary,Regular Expression,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/regular-expression,.regex,linguist,secondary,Regular Expression,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/renpy,.rpy,linguist,primary,Ren'Py,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
